StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q8,MFQV_1_Ce,MFQV_2_Ce,MFQV_3_Ce,MFQV_4_Ce,MFQV_5_Ce,MFQV_6_Ce,MFQV_7_Ce,MFQV_8_Ce,MFQV_9_Ce,MFQV_10_Ce,MFQV_11_Ce,MFQV_12_Ce,MFQV_13_Ce,MFQV_14_Ce,MFQV_15_Ce,MFQV_16_Ce,MFQV_17_Cpa,MFQV_18_Cpa,MFQV_19_Cpa,MFQV_20_Cpa,MFQV_21_Cpa,MFQV_22_Cpa,MFQV_23_Cpa,MFQV_24_Cpa,MFQV_25_Cpa,MFQV_26_Cph,MFQV_27_Cph,MFQV_28_Cph,MFQV_29_Cph,MFQV_30_Cph,MFQV_31_Cph,MFQV_32_Cph,MFQV_33_F,MFQV_34_F,MFQV_35_F,MFQV_36_F,MFQV_37_F,MFQV_38_F,MFQV_39_F,MFQV_40_F,MFQV_41_F,MFQV_42_F,MFQV_43_F,MFQV_44_F,MFQV_45_F,MFQV_46_F,MFQV_47_F,MFQV_48_F,MFQV_49_F,MFQV_50_L,MFQV_51_L,MFQV_52_L,MFQV_53_L,MFQV_54_L,MFQV_55_L,MFQV_56_L,MFQV_57_L,MFQV_58_L,MFQV_59_L,MFQV_60_L,MFQV_61_L,MFQV_62_L,MFQV_63_L,MFQV_64_L,MFQV_65_L,MFQV_66_L,MFQV_67_A,MFQV_68_A,MFQV_69_A,MFQV_70_A,MFQV_71_A,MFQV_72_A,MFQV_73_A,MFQV_74_A,MFQV_75_A,MFQV_76_A,MFQV_77_A,MFQV_78_A,MFQV_79_A,MFQV_80_A,MFQV_81_A,MFQV_82_A,MFQV_83_A,MFQV_84_I,MFQV_85_I,MFQV_86_I,MFQV_87_I,MFQV_88_I,MFQV_89_I,MFQV_90_I,MFQV_91_I,MFQV_92_I,MFQV_93_I,MFQV_94_I,MFQV_95_I,MFQV_96_I,MFQV_97_I,MFQV_98_I,MFQV_99_I,MFQV_100_S,MFQV_101_S,MFQV_102_S,MFQV_103_S,MFQV_104_S,MFQV_105_S,MFQV_106_S,MFQV_107_S,MFQV_108_S,MFQV_109_S,MFQV_110_S,MFQV_111_S,MFQV_112_S,MFQV_113_S,MFQV_114_S,MFQV_115_S,MFQV_116_S,MFQR_1_C,MFQR_2_F,MFQR_3_I,MFQR_4_A,MFQR_5_P,MFQR_6_d,MFQR_7_C,MFQR_8_F,MFQR_9_I,MFQR_10_A,MFQR_11_P,MFQR_12_C,MFQR_13_F,MFQR_14_I,MFQR_15_A,MFQR_16_P,MFQJ_17_C,MFQJ_18_F,MFQJ_19_I,MFQJ_20_A,MFQJ_21_P,MFQJ_22_d,MFQJ_23_C,MFQJ_24_F,MFQJ_25_I,MFQJ_26_A,MFQJ_27_P,MFQJ_28_C,MFQJ_29_F,MFQJ_30_I,MFQJ_31_A,MFQJ_32_P,dum1,dum2,dum3,Politics_1,Politics_2,Politics_3,Politics_4,PolOrient,gender,gender_3_TEXT,Prefecture,age_1,Edu,Occup.,SES,Religion,Funeral,Funeral_8_TEXT,Q32,Q33,Q33_2_TEXT,SBS_1,SBS_2,SBS_3,SBS_4,SBS_5,SBS_6
2022/6/10 13:50,2022/6/10 13:54,100,225,1,2022/6/10 13:54,R_3kuhQ3RF58UmyyB,anonymous,JA,2,3,3,4,3,2,2,2,3,4,2,2,3,2,3,4,2,4,4,4,3,4,4,4,3,3,2,2,4,2,3,3,3,4,2,4,3,3,4,3,2,4,4,4,4,3,3,3,3,2,4,2,2,4,2,2,3,2,2,3,3,2,4,3,3,4,4,4,2,3,4,2,3,4,3,4,4,2,4,3,2,2,3,2,3,4,3,3,4,2,2,2,3,2,3,3,2,3,4,3,3,3,4,2,2,2,3,3,3,2,4,2,2,4,3,3,4,8,8,10,10,9,8,7,9,8,9,8,9,10,9,10,8,3,4,3,5,4,3,3,4,5,3,5,2,4,3,4,5,0,0,0,5,5,4,5,5,2,,11,35,4,1,3,なし,1,,1,1,,4,6,5,7,4,6
2022/6/10 13:41,2022/6/10 13:54,100,789,1,2022/6/10 13:54,R_1MTWZH7efzixpUl,anonymous,JA,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,5,3,3,2,2,2,2,1,3,1,5,1,1,1,2,2,2,2,5,3,3,4,3,2,3,5,3,3,2,4,1,5,4,5,3,3,5,1,1,1,2,2,1,3,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,4,4,1,7,1,1,1,1,1,8,7,1,1,1,8,1,7,1,1,4,1,1,1,3,2,1,2,3,1,1,1,2,4,1,0,0,0,1,1,2,2,1,2,,14,34,4,3,4,なし,1,,1,1,,1,1,2,3,3,2
2022/6/10 13:47,2022/6/10 13:55,100,514,1,2022/6/10 13:55,R_2UXjIaK2sUxf5OR,anonymous,JA,2,3,4,4,3,4,5,4,4,4,3,4,3,3,2,3,5,4,3,3,3,3,3,4,3,4,4,4,5,4,3,3,3,4,4,3,3,4,5,4,3,4,4,4,3,3,4,5,5,5,2,2,3,3,3,4,3,3,4,2,2,3,2,3,3,4,3,3,2,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,2,1,3,3,3,2,3,2,3,2,2,2,2,2,3,2,4,4,4,4,2,4,4,4,4,3,4,5,3,2,3,4,3,11,10,8,7,9,1,9,11,9,8,9,8,10,8,10,8,5,4,4,4,5,6,5,5,3,5,5,4,4,3,2,4,0,0,0,4,6,4,3,4,2,,28,51,4,1,3,なし,1,,1,1,,3,2,4,4,3,5
2022/6/10 13:32,2022/6/10 13:55,100,1391,1,2022/6/10 13:55,R_3gXYJB8vtrPKWzN,anonymous,JA,2,3,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4,4,3,4,4,3,3,4,3,4,3,3,4,3,3,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,2,4,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,2,4,4,2,3,3,3,11,10,9,10,9,7,9,10,10,9,9,10,10,10,9,8,4,4,4,4,5,6,6,5,4,3,3,6,3,4,3,4,0,0,0,4,5,4,3,999,1,,11,34,3,2,4,なし,1,,1,1,,5,6,5,5,6,7
2022/6/10 13:30,2022/6/10 13:57,100,1623,1,2022/6/10 13:57,R_w5eddsQHlMGota1,anonymous,JA,2,5,3,5,2,5,5,5,5,3,3,4,2,3,5,5,5,5,5,5,5,3,5,5,3,5,5,4,5,4,4,5,3,5,5,5,4,5,5,4,3,5,3,3,3,5,5,5,5,5,5,2,5,1,5,4,4,5,5,5,4,3,2,2,4,2,3,3,2,5,5,3,3,5,5,4,4,3,2,4,5,3,2,2,2,2,3,2,3,2,3,4,2,4,4,2,3,2,2,4,4,5,5,5,5,5,5,2,5,5,4,5,5,2,2,4,5,11,11,8,7,8,1,11,11,9,8,9,11,11,8,11,9,6,6,6,3,6,6,6,6,6,5,5,6,6,4,3,4,0,0,0,7,7,6,6,7,2,,42,46,2,3,1,なし,1,,1,1,,6,6,6,5,5,8
2022/6/10 13:23,2022/6/10 13:57,100,2013,1,2022/6/10 13:57,R_3exJq71ntvfKxmV,anonymous,JA,2,5,4,4,2,4,5,5,3,4,3,4,4,4,4,2,5,4,3,3,4,4,4,1,5,5,5,4,5,4,3,4,3,5,5,3,3,3,4,4,5,4,2,3,3,5,4,4,5,5,4,2,4,3,4,4,4,5,4,3,2,3,2,2,4,1,3,3,3,5,5,4,4,5,3,3,4,3,4,5,4,4,3,4,3,1,4,3,5,4,4,5,2,2,5,2,5,2,4,3,5,5,5,5,3,5,4,3,5,4,4,4,4,1,5,5,3,11,10,1,7,10,1,10,11,8,1,10,10,10,7,10,10,5,5,5,4,6,6,5,5,5,5,2,6,3,2,5,4,0,0,0,3,5,6,4,8,2,,44,51,4,3,3,なし,1,,1,1,,2,1,2,1,1,6
2022/6/10 13:36,2022/6/10 13:57,100,1289,1,2022/6/10 13:57,R_XuqXfFdAFd2MKqZ,anonymous,JA,2,4,4,4,2,5,4,3,4,5,4,3,2,2,2,3,5,4,4,3,4,5,4,3,3,4,3,3,4,3,4,5,3,5,5,2,3,4,3,4,3,5,4,3,3,4,3,5,5,5,3,3,3,3,4,5,4,5,4,4,3,4,3,5,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,5,2,3,3,2,2,2,2,4,2,5,2,3,4,5,4,3,5,3,3,5,3,3,3,5,2,3,4,3,11,11,8,7,10,7,11,11,10,8,10,11,11,7,11,1,4,3,4,2,4,5,6,4,4,4,1,3,2,1,1,4,0,0,0,4,5,7,2,999,1,,14,27,2,2,4,なし,1,,1,1,,4,9,9,5,9,9
2022/6/10 13:31,2022/6/10 13:57,100,1571,1,2022/6/10 13:57,R_3G6D7L5kUE7yulf,anonymous,JA,2,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,2,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,5,5,3,3,5,5,4,5,3,2,5,5,3,3,3,5,2,3,3,5,3,5,3,2,3,5,2,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,3,5,5,11,9,7,7,11,1,11,11,9,9,10,11,11,8,11,7,6,6,4,5,6,6,6,6,6,4,5,6,3,3,4,5,0,0,0,7,7,5,6,999,1,,15,39,2,6,3,なし,2,,1,1,,1,1,1,5,1,7
2022/6/10 13:34,2022/6/10 13:57,100,1386,1,2022/6/10 13:57,R_e9uAiqWUiQG8X4Z,anonymous,JA,2,4,3,3,2,4,4,4,3,4,4,4,2,1,4,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,4,3,5,2,4,3,3,3,4,2,4,4,4,5,4,5,4,5,4,4,3,5,4,3,5,2,2,3,2,3,4,2,3,3,3,3,3,2,2,3,3,3,3,3,1,2,2,1,3,1,2,2,2,3,1,1,3,1,4,1,3,1,4,5,4,3,3,3,4,4,1,3,4,1,2,4,4,11,10,7,1,8,1,11,9,7,8,8,10,10,7,9,1,5,6,4,2,1,6,6,4,1,2,2,2,4,1,2,4,0,0,0,4,6,1,1,3,1,,38,31,2,1,3,仏教,1,,1,1,,6,4,5,5,5,6
2022/6/10 13:32,2022/6/10 13:58,100,1552,1,2022/6/10 13:58,R_29caVKPmsE01cbj,anonymous,JA,2,5,4,5,3,5,5,5,5,5,3,3,2,3,3,4,5,5,5,5,5,5,4,5,5,5,5,3,5,3,2,5,4,5,5,5,3,5,5,5,1,2,5,2,2,5,5,5,5,5,4,4,3,3,4,5,5,5,4,3,2,5,3,3,5,2,2,3,3,2,5,2,3,5,5,3,3,2,2,3,5,1,5,2,1,3,2,2,3,2,3,2,1,1,2,1,2,1,2,2,5,4,5,5,5,5,4,4,5,3,2,5,5,1,5,5,3,10,10,7,7,9,1,11,10,8,9,10,11,9,7,9,9,4,4,3,3,4,4,6,6,4,4,3,4,3,3,3,5,4,2,2,5,6,5,5,5,1,,1,39,3,2,2,なし,1,,1,1,,5,4,3,3,3,3
2022/6/10 13:15,2022/6/10 13:58,100,2559,1,2022/6/10 13:58,R_3MJt2qqdPRbaAzB,anonymous,JA,2,5,4,3,3,3,5,5,4,3,3,3,3,2,3,2,5,5,3,3,4,3,2,4,2,4,4,4,5,3,4,4,3,4,5,3,2,3,5,3,5,3,3,3,3,4,4,4,4,5,4,2,5,4,4,5,5,5,3,3,3,3,2,3,4,3,3,3,2,4,5,3,2,5,3,3,3,1,2,3,3,2,2,2,2,3,2,2,2,1,3,2,1,2,3,2,3,2,2,2,4,4,5,4,3,4,3,3,5,2,2,3,5,1,3,3,1,10,10,7,7,8,1,10,9,7,8,9,11,11,7,11,8,5,4,2,3,4,6,5,4,3,2,3,6,4,4,3,4,0,0,0,4,6,5,3,6,1,,20,53,2,6,2,仏教,1,,1,1,,5,5,6,5,6,7
2022/6/10 13:20,2022/6/10 13:58,100,2319,1,2022/6/10 13:58,R_3MGz1u42SDMJNAo,anonymous,JA,2,4,3,3,5,5,4,5,4,3,3,3,4,4,3,3,5,5,5,4,5,5,4,5,4,5,4,4,5,3,4,4,4,5,4,3,4,3,5,3,4,2,4,3,4,4,4,3,5,4,4,4,5,5,5,5,5,5,4,4,5,4,3,3,3,3,3,3,3,3,5,3,3,4,4,3,3,3,2,4,3,3,3,3,3,1,2,3,3,2,3,3,2,4,3,2,4,2,3,3,4,4,5,5,3,4,4,4,5,3,3,4,4,2,4,4,2,10,10,8,8,8,1,10,10,9,9,9,11,9,8,9,7,4,6,5,4,5,5,6,4,4,4,3,6,3,3,3,3,0,0,0,3,4,4,3,6,1,,40,37,4,3,3,なし,1,,1,1,,3,4,5,4,4,6
2022/6/10 13:27,2022/6/10 13:59,100,1916,1,2022/6/10 13:59,R_oZ99eBU70syNejn,anonymous,JA,2,3,3,2,2,3,3,3,3,2,1,3,2,1,2,2,3,5,4,3,4,4,2,3,2,5,4,4,5,3,3,4,3,4,5,2,2,4,4,3,4,2,5,2,3,4,4,5,5,5,2,2,3,4,2,4,3,5,3,4,2,3,3,2,4,2,1,2,2,2,5,4,3,5,3,2,2,2,2,3,3,3,2,3,2,2,1,4,5,1,2,2,1,2,1,1,1,1,1,1,5,3,3,3,3,3,5,1,5,3,3,2,3,1,1,2,1,9,8,1,7,9,1,7,9,7,1,9,9,10,1,11,1,2,5,2,4,5,4,5,6,2,2,1,3,3,5,4,4,0,0,0,5,5,6,6,7,2,,11,35,4,2,2,なし,1,,1,1,,2,1,3,3,4,8
2022/6/10 13:25,2022/6/10 13:59,100,2025,1,2022/6/10 13:59,R_2SeLVcKB3hRGyCW,anonymous,JA,2,3,3,4,4,4,4,5,4,3,4,3,3,2,2,2,4,4,4,4,4,5,4,5,2,5,4,4,5,3,4,4,2,4,3,2,5,4,5,3,2,3,3,3,2,3,4,3,5,5,4,2,3,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,2,4,3,4,4,4,3,4,3,2,3,4,2,2,2,2,2,1,4,3,1,2,2,2,2,2,2,3,2,2,3,2,4,5,5,4,4,4,4,5,3,2,3,4,2,3,4,5,10,11,9,7,10,1,10,10,10,8,8,9,10,8,10,7,5,6,4,2,5,6,6,5,5,5,2,4,4,2,3,4,0,0,0,5,6,2,4,999,2,,24,41,2,3,2,なし,1,,1,1,,2,8,8,5,8,9
2022/6/10 13:41,2022/6/10 13:59,100,1068,1,2022/6/10 13:59,R_1OVpkMXAoBvVdUc,anonymous,JA,2,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,2,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,3,4,2,3,3,3,3,3,2,3,3,2,2,3,2,8,7,7,7,8,1,7,7,8,7,8,9,7,7,8,7,4,3,4,3,4,4,4,3,3,5,4,4,3,3,4,4,0,0,0,4,5,4,4,3,1,,19,38,4,3,2,なし,1,,1,1,,3,4,7,4,7,6
2022/6/10 13:07,2022/6/10 13:59,100,3159,1,2022/6/10 14:00,R_3CNRlXut0onII7Z,anonymous,JA,2,4,4,3,3,4,4,5,4,3,3,4,3,3,2,3,5,5,5,4,5,5,4,5,3,5,4,3,4,3,5,4,3,4,4,3,3,5,4,3,3,4,3,3,3,3,3,4,4,5,4,3,4,4,4,4,2,3,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,4,3,3,2,2,2,4,3,3,3,3,3,2,2,2,4,1,2,3,2,3,2,1,3,1,2,2,5,5,5,4,3,3,5,4,5,3,2,3,4,2,3,4,4,10,10,7,7,10,7,10,10,9,8,10,10,10,9,10,7,5,6,4,4,6,6,6,6,5,4,4,6,4,5,3,4,0,0,0,6,6,2,3,4,1,,28,36,4,6,3,なし,1,,1,1,,3,3,3,2,3,3
2022/6/10 13:36,2022/6/10 14:00,100,1462,1,2022/6/10 14:00,R_3g6CQ5x3BvmDDGS,anonymous,JA,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,5,4,4,3,3,3,3,3,4,4,3,4,4,3,4,4,2,4,4,3,4,5,3,5,4,4,3,3,4,4,4,4,5,4,3,5,4,4,4,5,5,4,4,4,4,3,3,4,4,3,3,2,3,4,3,3,4,4,2,2,2,1,3,3,3,2,3,2,1,3,2,3,2,2,3,1,3,1,2,3,1,3,2,3,3,4,3,2,4,2,3,5,2,2,3,4,1,3,3,3,10,10,7,7,9,1,10,10,8,8,9,10,10,7,9,9,5,4,4,2,4,6,5,5,5,2,2,1,6,3,3,2,0,0,0,6,7,3,3,4,2,,28,48,4,6,4,なし,1,,1,1,,2,1,4,3,2,4
2022/6/10 13:43,2022/6/10 14:00,100,1039,1,2022/6/10 14:00,R_vNc6vS2ZPxg5SrD,anonymous,JA,2,4,3,4,4,4,4,4,4,3,3,3,4,3,3,4,5,5,4,3,5,4,3,5,3,5,4,4,5,5,3,5,3,5,5,3,4,3,5,4,4,3,3,3,3,3,4,3,4,5,4,3,3,3,4,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,5,3,4,5,3,3,3,3,3,4,4,3,3,3,3,1,3,3,3,2,3,3,2,3,3,2,3,2,2,4,3,4,3,3,3,3,4,3,5,3,3,4,4,1,3,3,3,10,10,7,8,9,1,10,9,8,7,9,10,9,7,9,1,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,0,0,0,2,2,5,5,5,2,,1,38,2,1,3,なし,1,,1,1,,1,1,1,1,1,1
2022/6/10 13:39,2022/6/10 14:01,100,1294,1,2022/6/10 14:01,R_2ziEiEcmFegNSVd,anonymous,JA,2,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,5,5,4,3,4,4,3,5,3,5,2,4,5,3,4,4,5,4,4,2,2,3,5,4,5,4,3,4,2,4,4,1,3,5,3,1,3,3,4,5,4,5,3,3,3,3,1,2,4,1,1,2,2,3,3,5,3,3,2,2,3,3,1,4,3,4,3,1,3,1,1,3,3,1,3,2,1,1,4,2,2,1,1,1,4,4,5,4,3,4,4,1,5,2,1,5,4,3,1,5,2,10,8,7,7,10,1,9,8,8,9,9,11,11,9,8,9,5,4,4,4,6,6,5,4,2,4,3,5,4,4,4,4,0,0,0,4,4,5,5,5,2,,12,39,4,3,2,神道　仏教,1,,1,1,,3,3,4,2,3,9
2022/6/10 13:45,2022/6/10 14:01,100,1009,1,2022/6/10 14:01,R_2OPkCeJB4OLNhg0,anonymous,JA,2,4,2,5,3,4,5,4,4,4,2,2,2,5,2,3,5,3,3,2,3,5,2,3,2,4,3,2,5,2,4,5,5,5,5,2,1,5,5,3,5,3,4,4,3,4,5,4,5,5,5,2,4,4,5,4,4,4,3,3,4,3,2,3,5,2,2,4,3,3,5,3,3,5,3,2,3,3,3,5,5,2,2,2,2,2,2,2,2,1,4,1,2,2,4,1,2,1,1,1,2,3,5,3,2,4,2,3,5,2,5,1,2,1,1,2,2,11,9,7,10,9,1,9,11,1,10,10,11,9,9,10,8,5,6,4,4,6,6,6,6,6,4,5,5,4,2,3,4,0,0,0,4,5,7,6,6,2,,13,43,4,4,3,なし,1,,1,1,,2,2,5,1,2,5
2022/6/10 13:23,2022/6/10 14:02,100,2313,1,2022/6/10 14:02,R_RWVqhXEcjWTzYfn,anonymous,JA,2,3,3,4,3,3,3,5,3,4,3,3,3,2,3,3,4,5,2,3,4,3,4,4,2,3,3,4,3,3,1,3,2,4,3,5,3,4,4,3,5,4,3,3,3,3,3,3,4,5,4,3,3,3,3,4,3,4,4,3,3,3,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,3,3,3,4,3,4,3,3,3,4,4,3,4,3,4,5,3,4,3,4,3,4,2,2,3,3,10,9,8,9,10,7,10,9,9,8,10,10,10,9,10,9,4,4,3,3,4,4,4,4,3,4,4,5,4,3,3,4,2,3,2,4,5,4,4,999,2,,37,41,4,3,2,なし,1,,1,1,,4,4,2,2,3,4
2022/6/10 13:42,2022/6/10 14:03,100,1246,1,2022/6/10 14:03,R_aaWvD9JJKcHWV0Z,anonymous,JA,2,5,4,3,3,4,3,5,4,4,3,4,2,2,2,1,4,5,3,4,4,5,3,5,2,5,5,4,5,3,3,5,5,5,3,4,3,4,5,2,3,3,4,2,3,3,4,4,5,5,4,5,3,4,3,5,3,3,3,5,3,4,2,2,3,2,3,5,3,3,5,3,4,5,3,4,3,2,2,4,4,1,4,5,5,2,4,3,5,1,4,3,2,2,3,2,3,3,4,3,5,5,5,5,2,3,5,3,5,3,2,3,4,2,3,5,4,10,10,9,8,10,1,9,9,1,7,9,10,9,9,9,7,3,4,5,3,6,6,6,4,2,5,5,2,1,1,2,2,3,4,4,5,4,2,2,999,1,,46,,2,1,,なし,1,,1,1,,1,1,5,5,3,7
2022/6/10 13:40,2022/6/10 14:03,100,1398,1,2022/6/10 14:03,R_3lMk8MMOPgBc2wX,anonymous,JA,2,4,3,2,3,2,4,4,4,4,2,3,3,2,2,3,4,5,4,2,4,3,3,4,2,5,4,3,5,3,2,3,3,4,4,3,3,3,4,3,3,3,2,2,3,3,3,2,4,5,2,2,4,3,3,2,4,4,3,3,3,3,2,2,4,2,2,3,3,3,4,4,3,4,4,3,4,3,3,4,4,4,2,3,2,2,2,2,3,2,4,4,2,3,2,1,2,1,2,3,2,5,3,3,3,3,4,2,5,3,2,3,4,5,2,4,3,11,10,7,8,11,1,11,11,8,9,11,11,11,9,10,7,6,5,3,4,6,6,5,4,4,4,3,5,4,3,4,4,0,0,0,5,5,3,3,999,2,,8,50,4,1,2,なし,1,,1,1,,4,3,4,5,5,5
2022/6/10 13:30,2022/6/10 14:03,100,1971,1,2022/6/10 14:03,R_1N8N8WvA9zlNU8i,anonymous,JA,2,4,4,5,4,5,5,5,5,4,3,4,3,3,3,3,5,5,4,5,4,5,4,5,4,5,4,5,5,4,4,5,5,4,5,3,4,4,5,3,5,4,3,3,4,4,5,3,5,5,5,3,5,4,5,5,5,5,4,4,3,5,3,2,3,4,2,3,3,4,5,4,3,4,5,3,3,3,2,4,5,5,3,4,2,1,3,3,4,1,4,3,2,4,3,3,2,2,4,4,5,4,5,4,4,5,5,3,5,3,2,4,5,1,4,5,3,10,10,7,1,9,1,10,10,7,7,10,10,10,7,10,1,4,4,2,1,6,6,5,5,1,4,3,3,4,3,5,4,0,0,0,5,6,3,3,4,1,,23,36,4,3,3,なし,1,,1,1,,1,1,2,1,1,5
2022/6/10 13:05,2022/6/10 14:04,100,3509,1,2022/6/10 14:04,R_1ojQVjzH14RyiGP,anonymous,JA,2,3,2,3,2,4,5,3,3,2,3,3,2,2,2,2,3,5,4,2,5,2,2,3,2,4,4,4,5,3,2,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,4,4,5,3,2,4,3,5,4,3,4,4,4,3,3,2,2,4,3,3,4,3,4,5,3,3,4,3,2,2,3,2,4,4,3,3,3,3,2,2,2,4,1,4,3,2,3,2,2,5,2,2,3,5,5,4,4,2,5,4,4,4,2,2,5,5,2,2,4,3,9,9,9,8,9,1,9,9,7,7,10,10,10,7,10,7,5,5,5,4,6,6,6,4,3,6,4,5,4,3,5,4,0,0,0,3,4,4,3,999,2,,7,45,3,3,2,なし,6,,1,1,,2,2,7,2,2,7
2022/6/10 13:54,2022/6/10 14:05,100,623,1,2022/6/10 14:05,R_3kc5cYlq7iPjg7B,anonymous,JA,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,2,3,4,4,3,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,4,2,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,3,4,3,2,2,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,10,9,9,9,10,1,9,9,9,9,8,10,9,8,8,10,5,4,5,5,5,5,4,4,4,4,5,4,4,5,5,5,0,0,0,4,3,4,5,6,2,,4,43,4,3,2,なし,1,,1,1,,8,7,5,6,4,6
2022/6/10 13:43,2022/6/10 14:05,100,1331,1,2022/6/10 14:05,R_115CxP3RfNpzfL1,anonymous,JA,2,4,4,3,2,4,4,4,3,3,3,2,1,2,2,3,5,5,5,4,5,5,4,5,4,5,1,1,5,1,2,3,1,4,5,4,2,3,4,3,5,3,3,4,3,3,4,4,5,5,4,2,4,3,3,5,4,5,3,3,1,4,2,1,4,1,4,2,2,2,5,1,2,4,2,1,3,5,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,5,5,4,5,2,5,4,2,2,4,1,2,3,2,11,11,1,1,10,1,11,11,7,8,10,11,11,7,9,10,6,5,4,1,6,6,6,5,5,1,4,5,3,2,4,4,0,0,0,4,7,4,4,5,1,,34,53,4,9,3,仏教,1,,1,1,,5,5,6,5,5,6
2022/6/10 13:13,2022/6/10 14:05,100,3117,1,2022/6/10 14:05,R_1FfUynZQJw44q44,anonymous,JA,2,3,3,3,2,3,3,4,4,4,2,3,2,3,2,2,5,4,4,3,4,4,3,5,3,5,3,3,5,3,2,3,3,4,4,3,4,4,5,3,3,3,4,3,3,4,4,3,5,5,4,1,4,3,4,5,5,5,3,4,3,3,1,2,3,2,2,3,2,3,4,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,4,1,3,3,3,3,3,1,2,2,4,3,3,5,4,5,2,4,4,3,5,4,4,3,4,1,3,3,3,10,10,9,8,10,1,11,10,9,9,10,11,11,9,11,10,4,5,4,4,5,6,6,3,4,4,4,6,3,3,4,3,0,0,0,4,6,6,4,5,1,,40,52,4,6,2,なし,2,,1,1,,2,2,6,5,5,6
2022/6/10 13:46,2022/6/10 14:06,100,1197,1,2022/6/10 14:06,R_2fJJXeVD2Hp0FiE,anonymous,JA,2,4,3,4,3,4,5,4,3,5,3,4,3,2,5,3,5,5,5,5,5,5,5,5,3,5,4,4,5,3,5,5,3,4,5,4,3,4,5,4,2,3,4,4,4,5,5,4,5,5,4,3,5,5,4,5,4,5,4,3,3,3,3,2,5,2,3,4,3,3,4,3,3,4,4,3,3,2,3,3,4,3,3,3,3,2,3,3,4,1,4,4,2,4,4,2,3,2,3,3,4,5,4,5,3,5,4,4,5,3,5,4,5,1,3,4,3,10,11,7,8,9,1,11,11,9,8,9,11,11,9,11,7,5,5,4,3,6,6,6,4,5,3,3,4,5,3,3,4,0,0,0,5,5,2,3,5,2,,29,35,2,3,3,なし,1,,1,1,,1,1,5,1,1,3
